"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"","; Hackenhaar, Isadora C. (57211218801); Nardone, Steve (54781635000); Scheerlinck, Stijn (22935535900); Mertens, Jan (57195726226); Dewulf, Jo P. (7006029915)","60068217900; 60068156500; 57211218801; 54781635000; 22935535900; 57195726226; 7006029915","Forecasting silver demand and supply by 2030: Impact of silver-intensive photovoltaic cells and sectoral competition","2026","Resources, Conservation and Recycling","224","","108562","","","0","0","10.1016/j.resconrec.2025.108562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014187545&doi=10.1016%2Fj.resconrec.2025.108562&partnerID=40&md5=6d399d28140625344f1d256e73f920d5","Universiteit Gent, Ghent, Belgium; Laborelec, Linkebeek, Belgium; Engie, France, Paris-La Defense, France; Universiteit Gent, Ghent, Belgium","null, null, Department of Green Chemistry and Technology, Universiteit Gent, Ghent, Belgium, Laborelec, Linkebeek, Belgium; null, null, Department of Green Chemistry and Technology, Universiteit Gent, Ghent, Belgium; Hackenhaar, Isadora C., Department of Green Chemistry and Technology, Universiteit Gent, Ghent, Belgium; Nardone, Steve, Laborelec, Linkebeek, Belgium; Scheerlinck, Stijn, Laborelec, Linkebeek, Belgium; Mertens, Jan, Engie, France, Paris-La Defense, France, Department of Electromechanical, Universiteit Gent, Ghent, Belgium; Dewulf, Jo P., Department of Green Chemistry and Technology, Universiteit Gent, Ghent, Belgium","","Article","Final","","Scopus","2-s2.0-105014187545"
"C., Blaix, Cian; B., Dumont, Bertrand; J.M., Bloor, Juliette M.G.; C., Zagaria, Cecilia; G., Fleurance, Géraldine; F.J.C., Joly, Frédéric J.C.; O., Huguenin-Elie, Olivier","Blaix, Cian (57193433402); Dumont, Bertrand (7004292323); Bloor, Juliette M.G. (23023938700); Zagaria, Cecilia (57193788358); Fleurance, Géraldine (6507416017); Joly, Frédéric J.C. (55682824800); Huguenin-Elie, Olivier (6508111761)","57193433402; 7004292323; 23023938700; 57193788358; 6507416017; 55682824800; 6508111761","Agroecological interventions increase biodiversity and the potential for climate change mitigation in Europe","2026","Agriculture, Ecosystems and Environment","395","","109938","","","0","0","10.1016/j.agee.2025.109938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014099271&doi=10.1016%2Fj.agee.2025.109938&partnerID=40&md5=a053c62388ccf040090030a0fbd2fe5a","Agroscope, Zurich, Switzerland; Université Clermont Auvergne, Clermont-Ferrand, France; Université Clermont Auvergne, Clermont-Ferrand, France; Wageningen University & Research, Wageningen, Netherlands; Institut Français du Cheval et de l’Equitation, Saumur, France","Blaix, Cian, Forage Production and Grassland Systems, Agroscope, Zurich, Switzerland, Université Clermont Auvergne, Clermont-Ferrand, France; Dumont, Bertrand, Université Clermont Auvergne, Clermont-Ferrand, France; Bloor, Juliette M.G., Université Clermont Auvergne, Clermont-Ferrand, France; Zagaria, Cecilia, Farming Systems Ecology, Wageningen University & Research, Wageningen, Netherlands; Fleurance, Géraldine, Université Clermont Auvergne, Clermont-Ferrand, France, Innovation et Recherche, Institut Français du Cheval et de l’Equitation, Saumur, France; Joly, Frédéric J.C., Université Clermont Auvergne, Clermont-Ferrand, France; Huguenin-Elie, Olivier, Forage Production and Grassland Systems, Agroscope, Zurich, Switzerland","","Review","Final","","Scopus","2-s2.0-105014099271"
"L., Tang, Ling; S., Qian, Shuangyue; J., Ruan, Jianhui; Y., Huang, Yan; R., Wan, Ruxing; B., Cai, Bofeng; G., Yan, Gang","Tang, Ling (48361896000); Qian, Shuangyue (58787476100); Ruan, Jianhui (57224928921); Huang, Yan (60059463700); Wan, Ruxing (57416169800); Cai, Bofeng (12797925500); Yan, Gang (35849697200)","48361896000; 58787476100; 57224928921; 60059463700; 57416169800; 12797925500; 35849697200","Order-level data reveal the impact of enterprises' behavior on their profits in China's national ETS","2026","Environmental Impact Assessment Review","116","","108136","","","0","0","10.1016/j.eiar.2025.108136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014026829&doi=10.1016%2Fj.eiar.2025.108136&partnerID=40&md5=3a670c4d49002fc499085a78c21c1b45","University of Chinese Academy of Sciences, Beijing, China; Academy of Mathematics and System Sciences Chinese Academy of Sciences, Beijing, China; Chinese Academy of Environmental Planning, Beijing, China","Tang, Ling, School of Economics and Management, University of Chinese Academy of Sciences, Beijing, China; Qian, Shuangyue, School of Economics and Management, University of Chinese Academy of Sciences, Beijing, China; Ruan, Jianhui, School of Economics and Management, University of Chinese Academy of Sciences, Beijing, China, Academy of Mathematics and System Sciences Chinese Academy of Sciences, Beijing, China; Huang, Yan, School of Economics and Management, University of Chinese Academy of Sciences, Beijing, China; Wan, Ruxing, School of Economics and Management, University of Chinese Academy of Sciences, Beijing, China; Cai, Bofeng, Center for Carbon Neutrality, Chinese Academy of Environmental Planning, Beijing, China; Yan, Gang, Center for Carbon Neutrality, Chinese Academy of Environmental Planning, Beijing, China","","Article","Final","","Scopus","2-s2.0-105014026829"
"Q., Li, Quan; Q., Zhang, Qian; L., Zhang, Lei; J., Lang, Jinhua; W., Yuan, Wei; G., An, Guangyao; T., Lei, Tongtong; JunhaoYan","Li, Quan (57831890700); Zhang, Qian (59978896800); Zhang, Lei (55928186800); Lang, Jinhua (57195587923); Yuan, Wei (57192091640); An, Guangyao (56501426000); Lei, Tongtong (59542367000); JunhaoYan (60059497600)","57831890700; 59978896800; 55928186800; 57195587923; 57192091640; 56501426000; 59542367000; 60059497600","A comprehensive review of advances and challenges of hydrogen production, purification, compression, transportation, storage and utilization technology","2026","Renewable and Sustainable Energy Reviews","226","","116196","","","0","0","10.1016/j.rser.2025.116196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014021506&doi=10.1016%2Fj.rser.2025.116196&partnerID=40&md5=76b4d5e60bcdf85fdf5a1e33a6537a00","North China Electric Power University (Baoding), Baoding, China; North China Electric Power University (Baoding), Baoding, China","Li, Quan, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China; Zhang, Qian, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China; Zhang, Lei, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China; Lang, Jinhua, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China; Yuan, Wei, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China; An, Guangyao, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China; Lei, Tongtong, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China; JunhaoYan, null, North China Electric Power University (Baoding), Baoding, China, North China Electric Power University (Baoding), Baoding, China","","Review","Final","","Scopus","2-s2.0-105014021506"
"R., Dal Mas, Riccardo; A., Carta, Andrea; A., Somoza-Tornos, Ana; A.A., Kiss, Anton Alexandru","Dal Mas, Riccardo (58972611000); Carta, Andrea (60060049500); Somoza-Tornos, Ana (60059346500); Kiss, Anton Alexandru (55558814600)","58972611000; 60060049500; 60059346500; 55558814600","Coupling CO2 electrolysis and downstream processing via heat pump-based waste heat recovery","2026","Computers and Chemical Engineering","204","","109330","","","0","0","10.1016/j.compchemeng.2025.109330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014012504&doi=10.1016%2Fj.compchemeng.2025.109330&partnerID=40&md5=71de73605b0fc5a39301f37a8dcbd6f9","Delft University of Technology, Delft, Netherlands","Dal Mas, Riccardo, Department of Chemical Engineering, Delft University of Technology, Delft, Netherlands; Carta, Andrea, Department of Chemical Engineering, Delft University of Technology, Delft, Netherlands; Somoza-Tornos, Ana, Department of Chemical Engineering, Delft University of Technology, Delft, Netherlands; Kiss, Anton Alexandru, Department of Chemical Engineering, Delft University of Technology, Delft, Netherlands","","Article","Final","","Scopus","2-s2.0-105014012504"
"M.O., de Campos, Marcelo Odorizzi; R.A.L., de Camargo, Regina Aparecida Leite; C.F., Bassetto, Camila Fernanda; T.C.T., Pissarra, Teresa Cristina Tarlé; C.E.P., Cerri, Carlos Eduardo Pellegrino; N.J., La Scala, Newton Junior; R.P.D., Silva, Rouverson Pereira Da","de Campos, Marcelo Odorizzi (57400809700); de Camargo, Regina Aparecida Leite (57216419746); Bassetto, Camila Fernanda (36542214700); Pissarra, Teresa Cristina Tarlé (8669964500); Cerri, Carlos Eduardo Pellegrino (7004291420); La Scala, Newton Junior (6701834512); Silva, Rouverson Pereira Da (58833666100)","57400809700; 57216419746; 36542214700; 8669964500; 7004291420; 6701834512; 58833666100","Impact of rural credit on sustainable transformation of Brazilian agriculture: The case of the Low Carbon Agriculture (LCA) Program in Minas Gerais, Brazil","2026","Environmental Development","57","","101317","","","0","0","10.1016/j.envdev.2025.101317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013988165&doi=10.1016%2Fj.envdev.2025.101317&partnerID=40&md5=63370ed2468e487eff2b6aa7c8144f21","Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; Universidade de São Paulo, Sao Paulo, Brazil","de Campos, Marcelo Odorizzi, Department of Engineering and Exact Sciences, Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; de Camargo, Regina Aparecida Leite, Department of Economics, Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; Bassetto, Camila Fernanda, Department of Education, Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; Pissarra, Teresa Cristina Tarlé, Department of Engineering and Exact Sciences, Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; Cerri, Carlos Eduardo Pellegrino, Department of Soil Sciences, Universidade de São Paulo, Sao Paulo, Brazil; La Scala, Newton Junior, Department of Engineering and Exact Sciences, Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil; Silva, Rouverson Pereira Da, Department of Engineering and Exact Sciences, Universidade Estadual Paulista ""Júlio de Mesquita Filho"", Sao Paulo, Brazil","","Article","Final","","Scopus","2-s2.0-105013988165"
"J., Ryu, Jung-hee; J., Lee, Jae-heon; S., Kang, Songlak","Ryu, Jung-hee (7401868458); Lee, Jae-heon (60060063000); Kang, Songlak (8305662300)","7401868458; 60060063000; 8305662300","Non-stationary temperature extremes in South Korea: An extreme value analysis of global warming impacts","2026","Atmospheric Research","328","","108388","","","0","0","10.1016/j.atmosres.2025.108388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013969682&doi=10.1016%2Fj.atmosres.2025.108388&partnerID=40&md5=9885f040646a0b2f77f4190b64577e44","Gangneung-Wonju National University, Gangneung, South Korea; Gangneung-Wonju National University, Gangneung, South Korea","Ryu, Jung-hee, Institute for Smart Infrastructure, Gangneung-Wonju National University, Gangneung, South Korea; Lee, Jae-heon, Department of Atmospheric and Environmental Sciences, Gangneung-Wonju National University, Gangneung, South Korea; Kang, Songlak, Department of Atmospheric and Environmental Sciences, Gangneung-Wonju National University, Gangneung, South Korea","","Article","Final","","Scopus","2-s2.0-105013969682"
"J., Guo, Jianxin; X., Tan, Xianchun; Y., Cheng, Yonglong; X., Chen, Xiangyin","Guo, Jianxin (55836258100); Tan, Xianchun (54790205300); Cheng, Yonglong (57699865800); Chen, Xiangyin (57212377210)","55836258100; 54790205300; 57699865800; 57212377210","Financing climate-resilient infrastructure through long-term green bond","2026","Ecological Economics","239","","108757","","","0","0","10.1016/j.ecolecon.2025.108757","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013969316&doi=10.1016%2Fj.ecolecon.2025.108757&partnerID=40&md5=8906adc45e54a199704afec040f904da","Institutes of Science and Development, Beijing, China; University of Chinese Academy of Sciences, Beijing, China; University of Jinan, Jinan, China","Guo, Jianxin, Institutes of Science and Development, Beijing, China; Tan, Xianchun, Institutes of Science and Development, Beijing, China, School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, China; Cheng, Yonglong, Institutes of Science and Development, Beijing, China, School of Public Policy and Management, University of Chinese Academy of Sciences, Beijing, China; Chen, Xiangyin, School of Management Science and Engineering, University of Jinan, Jinan, China","","Article","Final","","Scopus","2-s2.0-105013969316"
"J., Laborda, Juan; C.G., Suarez, Cristina Gálvez; A., Fernández, Alejandro; H., Wang, Haoran; E., Cerdá, Emilio; L., Ricci, Liana; S.G., Quiroga, Sonia Gómez","Laborda, Juan (56120410900); Suarez, Cristina Gálvez (36143433200); Fernández, Alejandro (60057500700); Wang, Haoran (59757827400); Cerdá, Emilio (7003862334); Ricci, Liana (55806241500); Quiroga, Sonia Gómez (24333297700)","56120410900; 36143433200; 60057500700; 59757827400; 7003862334; 55806241500; 24333297700","Unveiling how financial markets could intensify climate change risks","2026","Ecological Economics","239","","108773","","","0","0","10.1016/j.ecolecon.2025.108773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013895602&doi=10.1016%2Fj.ecolecon.2025.108773&partnerID=40&md5=552d8b819d0d6876f669289b4177d158","Universidad Politécnica de Madrid, Madrid, Spain; Universidad de Alcalá, Alcala de Henares, Spain; Universidad Complutense de Madrid, Madrid, Spain; Universidad Complutense de Madrid, Madrid, Spain; University College Dublin, Dublin, Ireland","Laborda, Juan, Department of Organization Engineering, Universidad Politécnica de Madrid, Madrid, Spain; Suarez, Cristina Gálvez, Department of Economics, Universidad de Alcalá, Alcala de Henares, Spain; Fernández, Alejandro, Accounting and Financial Administration Department, Universidad Complutense de Madrid, Madrid, Spain; Wang, Haoran, Department of Economic Analysis and Quantitative Economics, Universidad Complutense de Madrid, Madrid, Spain; Cerdá, Emilio, Department of Economic Analysis and Quantitative Economics, Universidad Complutense de Madrid, Madrid, Spain; Ricci, Liana, School of Architecture Planning and Environmental Policy, University College Dublin, Dublin, Ireland; Quiroga, Sonia Gómez, Department of Economic Analysis and Quantitative Economics, Universidad Complutense de Madrid, Madrid, Spain","","Article","Final","","Scopus","2-s2.0-105013895602"
"S., Hochrainer-Stigler, Stefan; J., Brusselaers, Jan; Q., Zhu, Qinhan; M., Tesselaar, Max; A., Ciullo, Alessio","Hochrainer-Stigler, Stefan (55976400200); Brusselaers, Jan (56426445500); Zhu, Qinhan (57408561000); Tesselaar, Max (57215561455); Ciullo, Alessio (57193119985)","55976400200; 56426445500; 57408561000; 57215561455; 57193119985","Climate storylines to build resilience for European public and private risk finance instruments against remote events","2026","Ecological Economics","239","","108756","","","0","0","10.1016/j.ecolecon.2025.108756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013894999&doi=10.1016%2Fj.ecolecon.2025.108756&partnerID=40&md5=d5281b8bc34b3f388bd3d048b8322e05","International Institute for Applied Systems Analysis, Laxenburg, Laxenburg, Austria; Vrije Universiteit Amsterdam, Amsterdam, Netherlands; ETH Zürich, Zurich, Switzerland","Hochrainer-Stigler, Stefan, International Institute for Applied Systems Analysis, Laxenburg, Laxenburg, Austria; Brusselaers, Jan, Institute for Environmental Studies, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; Zhu, Qinhan, International Institute for Applied Systems Analysis, Laxenburg, Laxenburg, Austria; Tesselaar, Max, Institute for Environmental Studies, Vrije Universiteit Amsterdam, Amsterdam, Netherlands; Ciullo, Alessio, ETH Zürich, Zurich, Switzerland","","Article","Final","","Scopus","2-s2.0-105013894999"
"","; Liu, Yunting (59739873400); Yang, Xiaohang (59488687300); Lu, Miao (55460856600); Song, Yingqiang (57194192738)","60058376400; 59739873400; 59488687300; 55460856600; 57194192738","Spatial variability of soil geochemical elements using a novel ecological factor-incorporated interpretable machine learning model in China's coastal saline-alkali farmlands","2026","Marine Pollution Bulletin","222","","118628","","","0","0","10.1016/j.marpolbul.2025.118628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013876147&doi=10.1016%2Fj.marpolbul.2025.118628&partnerID=40&md5=6bd9ac01e71942069a01b6ebe3c21996","Shandong University of Technology, Zibo, China; Chinese Academy of Agricultural Sciences, Beijing, China; National Center of Technology Innovation for Comprehensive Utilization of Saline-Alkali Land, Dongying, China","null, null, School of Civil Engineering, Shandong University of Technology, Zibo, China; Liu, Yunting, School of Civil Engineering, Shandong University of Technology, Zibo, China; Yang, Xiaohang, School of Civil Engineering, Shandong University of Technology, Zibo, China; Lu, Miao, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, China, National Center of Technology Innovation for Comprehensive Utilization of Saline-Alkali Land, Dongying, China; Song, Yingqiang, School of Civil Engineering, Shandong University of Technology, Zibo, China, National Center of Technology Innovation for Comprehensive Utilization of Saline-Alkali Land, Dongying, China","","Article","Final","","Scopus","2-s2.0-105013876147"
"M.G., Mahmoud, Manal G.; L.A., Mohamed, Laila Abdelfattah; A.M., Abdelhalim, Ahmed M.; N.F., Soliman, Naglaa Farag","Mahmoud, Manal G. (8979435300); Mohamed, Laila Abdelfattah (12239441200); Abdelhalim, Ahmed M. (53363253400); Soliman, Naglaa Farag (55854082100)","8979435300; 12239441200; 53363253400; 55854082100","Multi-indicator appraisal of potentially toxic elements pollution in the southeastern Mediterranean Sea harbours: Unraveling sources, acute ecotoxicity and health risks","2026","Marine Pollution Bulletin","222","","118599","","","0","0","10.1016/j.marpolbul.2025.118599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013853323&doi=10.1016%2Fj.marpolbul.2025.118599&partnerID=40&md5=fb7358b14e4d95399eea525d3ca7c99f","National Institute of Oceanography and Fisheries, Cairo, Egypt; Arish University, El-Arish, Egypt","Mahmoud, Manal G., National Institute of Oceanography and Fisheries, Cairo, Egypt; Mohamed, Laila Abdelfattah, National Institute of Oceanography and Fisheries, Cairo, Egypt; Abdelhalim, Ahmed M., National Institute of Oceanography and Fisheries, Cairo, Egypt; Soliman, Naglaa Farag, Department of Marine Ecology, Arish University, El-Arish, Egypt","","Article","Final","","Scopus","2-s2.0-105013853323"
"Y., Qiu, Yangzi; X., Shi, Xiaogang; X., He, Xiaogang","Qiu, Yangzi (57218616248); Shi, Xiaogang (56535686600); He, Xiaogang (56084014800)","57218616248; 56535686600; 56084014800","Enhancing flood prediction in the Lower Mekong River Basin by scale-independent interpretable deep learning model","2026","Environmental Impact Assessment Review","116","","108130","","","0","0","10.1016/j.eiar.2025.108130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013851530&doi=10.1016%2Fj.eiar.2025.108130&partnerID=40&md5=a25a00a61e57d770929a5eaff9f9e379","University of Glasgow, Glasgow, United Kingdom; Institut Polytechnique de Paris, Palaiseau, France; National University of Singapore, Singapore City, Singapore","Qiu, Yangzi, School of Social and Environmental Sustainability, University of Glasgow, Glasgow, United Kingdom, Institut Polytechnique de Paris, Palaiseau, France; Shi, Xiaogang, School of Social and Environmental Sustainability, University of Glasgow, Glasgow, United Kingdom; He, Xiaogang, Department of Civil & Environmental Engineering, National University of Singapore, Singapore City, Singapore","","Article","Final","","Scopus","2-s2.0-105013851530"
"Q., Liu, Qiang; T., Liu, Ting; C., Xu, Chen","Liu, Qiang (57201407413); Liu, Ting (60057754000); Xu, Chen (58318456100)","57201407413; 60057754000; 58318456100","Asymmetric spillovers of climate policy uncertainty on financial markets – Evidence from China","2026","North American Journal of Economics and Finance","81","","102513","","","0","0","10.1016/j.najef.2025.102513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013848960&doi=10.1016%2Fj.najef.2025.102513&partnerID=40&md5=3aac3b1ac306682c5d70a21c81d4ab66","Jiangsu Ocean University, Lianyungang, China; St. Edward's University, Austin, United States","Liu, Qiang, School of Business, Jiangsu Ocean University, Lianyungang, China; Liu, Ting, School of Business, Jiangsu Ocean University, Lianyungang, China; Xu, Chen, Department of Accounting, St. Edward's University, Austin, United States","","Article","Final","","Scopus","2-s2.0-105013848960"
"Q., Li, Qian; H., Chen, Hong; R., Long, Ruyin; Q., Sun, Qingqing; Z., Huang, Zhiping","Li, Qian (58462638000); Chen, Hong (57050551500); Long, Ruyin (8396729800); Sun, Qingqing (58403315100); Huang, Zhiping (59702368000)","58462638000; 57050551500; 8396729800; 58403315100; 59702368000","The impact of climate change on China's food security considering artificial intelligence level: Based on XGBoost and RIME-CNN-LSTM-ATT models","2026","Resources, Conservation and Recycling","224","","108539","","","0","0","10.1016/j.resconrec.2025.108539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013845838&doi=10.1016%2Fj.resconrec.2025.108539&partnerID=40&md5=1416976744a99021f01146e2ed4df5d0","Jiangnan University, Wuxi, China; Jiangnan University, Wuxi, China; China University of Mining and Technology, Xuzhou, China","Li, Qian, School of Business, Jiangnan University, Wuxi, China, Jiangnan University, Wuxi, China; Chen, Hong, School of Business, Jiangnan University, Wuxi, China, Jiangnan University, Wuxi, China; Long, Ruyin, School of Business, Jiangnan University, Wuxi, China, Jiangnan University, Wuxi, China; Sun, Qingqing, School of Business, Jiangnan University, Wuxi, China, School of Economics and Management, China University of Mining and Technology, Xuzhou, China; Huang, Zhiping, School of Business, Jiangnan University, Wuxi, China, Jiangnan University, Wuxi, China","","Article","Final","","Scopus","2-s2.0-105013845838"
"P., Chen, Peng; X., Yang, Xiankui; F., Hao, Feng; R., Tao, Ran","Chen, Peng (57203823726); Yang, Xiankui (57939138800); Hao, Feng (57200790374); Tao, Ran (57214514951)","57203823726; 57939138800; 57200790374; 57214514951","Decoding electric vehicle adoption using XGBoost and SHAP analysis","2026","Travel Behaviour and Society","42","","101125","","","0","0","10.1016/j.tbs.2025.101125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013841414&doi=10.1016%2Fj.tbs.2025.101125&partnerID=40&md5=08f2b0df909134d5cd7077115155b0eb","University of South Florida, Tampa, Tampa, United States; University of South Florida, Tampa, Tampa, United States; University of South Florida, Tampa, Tampa, United States; University of South Florida, Tampa, Tampa, United States","Chen, Peng, School of Public Affairs, University of South Florida, Tampa, Tampa, United States; Yang, Xiankui, Department of Mathematics and Statistics, University of South Florida, Tampa, Tampa, United States; Hao, Feng, Department of Sociology and Interdisciplinary Social Sciences, University of South Florida, Tampa, Tampa, United States; Tao, Ran, School of Geosciences, University of South Florida, Tampa, Tampa, United States","","Article","Final","","Scopus","2-s2.0-105013841414"
"X., Li, Xiaojuan; R., Chen, Rixin; Y., Ren, Yifei; C.Y., Jim, C. Y.","Li, Xiaojuan (57211539233); Chen, Rixin (58087724600); Ren, Yifei (59239549600); Jim, C. Y. (7006143750)","57211539233; 58087724600; 59239549600; 7006143750","Intrinsic drivers of urban flood disasters from the resilience perspective in China","2026","Reliability Engineering and System Safety","265","","111596","","","0","0","10.1016/j.ress.2025.111596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013840881&doi=10.1016%2Fj.ress.2025.111596&partnerID=40&md5=423c16034a1c122ef29bed65d2dd7af4","Fujian Agriculture and Forestry University, Fuzhou, China; The Education University of Hong Kong, Hong Kong, China","Li, Xiaojuan, College of Transportation and Civil Engineering, Fujian Agriculture and Forestry University, Fuzhou, China; Chen, Rixin, College of Transportation and Civil Engineering, Fujian Agriculture and Forestry University, Fuzhou, China; Ren, Yifei, College of Transportation and Civil Engineering, Fujian Agriculture and Forestry University, Fuzhou, China; Jim, C. Y., Department of Social Sciences and Policy Studies, The Education University of Hong Kong, Hong Kong, China","","Article","Final","","Scopus","2-s2.0-105013840881"
"K., Nakayama, Keisuke; M., Hung, Mengchi; C., Chiu, Chih-Yu; S., Tang, Senlin; M., Hsueh, Meili; C., Wu, Chinching; I.H., Hung, I. Hao; Y., Liu, Yahsin; J., Tsai, Jengwei","Nakayama, Keisuke (7403667283); Hung, Mengchi (57203681481); Chiu, Chih-Yu (21533633600); Tang, Senlin (59900787500); Hsueh, Meili (8709441000); Wu, Chinching (8138566000); Hung, I. Hao (59393723400); Liu, Yahsin (59393171800); Tsai, Jengwei (7403610790)","7403667283; 57203681481; 21533633600; 59900787500; 8709441000; 8138566000; 59393723400; 59393171800; 7403610790","Optical properties of dissolved organic matter play pivotal roles in mediating trace metal forms in a mangrove-dominated tidal estuary","2026","Marine Pollution Bulletin","222","","118594","","","0","0","10.1016/j.marpolbul.2025.118594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013839885&doi=10.1016%2Fj.marpolbul.2025.118594&partnerID=40&md5=f273f47f9eb046790dfea0954213b8cb","Kobe University, Kobe, Japan; Endemic Species Research Institute, Nan-Tou, Taiwan; Academia Sinica, Biodiversity Research Center, Taipei, Taiwan; China Medical University, Taichung, Taiwan; National Taiwan University, Taipei, Taiwan; National Pingtung University of Science and Technology, Pingtung, Taiwan; National Pingtung University of Science and Technology, Pingtung, Taiwan","Nakayama, Keisuke, Kobe University, Kobe, Japan; Hung, Mengchi, Endemic Species Research Institute, Nan-Tou, Taiwan; Chiu, Chih-Yu, Academia Sinica, Biodiversity Research Center, Taipei, Taiwan; Tang, Senlin, Academia Sinica, Biodiversity Research Center, Taipei, Taiwan; Hsueh, Meili, Endemic Species Research Institute, Nan-Tou, Taiwan; Wu, Chinching, Department of Public Health, China Medical University, Taichung, Taiwan; Hung, I. Hao, National Taiwan University, Taipei, Taiwan; Liu, Yahsin, Department of Forestry, National Pingtung University of Science and Technology, Pingtung, Taiwan; Tsai, Jengwei, Graduate Institute of Bioresources, National Pingtung University of Science and Technology, Pingtung, Taiwan","","Article","Final","","Scopus","2-s2.0-105013839885"
"C., Wang, Chong; N., Luo, Ning; J., Liu, Jiangang; Y., Fang, Yanru; Z., Qi, Zhiming; S., Li, Shuo; Z., Gao, Zhenzhen; Y., Feng, Yupeng; Q., Chu, Qingquan; H., Dai, Hancheng","Wang, Chong (44661715300); Luo, Ning (57216300012); Liu, Jiangang (55612648300); Fang, Yanru (57201073887); Qi, Zhiming (14625758600); Li, Shuo (57204511061); Gao, Zhenzhen (59559105500); Feng, Yupeng (60057658700); Chu, Qingquan (36695875400); Dai, Hancheng (37007401600)","44661715300; 57216300012; 55612648300; 57201073887; 14625758600; 57204511061; 59559105500; 60057658700; 36695875400; 37007401600","Data-driven strategies to mitigate greenhouse gas emissions intensity while sustaining global rice production","2026","Resources, Conservation and Recycling","224","","108547","","","0","0","10.1016/j.resconrec.2025.108547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013836126&doi=10.1016%2Fj.resconrec.2025.108547&partnerID=40&md5=a410c58991c3ad15237fefab8323b73d","Peking University, Beijing, China; China Agricultural University, Beijing, China; Chinese Academy of Agricultural Sciences, Beijing, China; Chinese Research Academy of Environmental Sciences, Beijing, China; McGill University, Macdonald Campus, Sainte-Anne-de-Bellevue, Canada; Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; Jiangsu Academy of Agricultural Sciences, Nanjing, China; National Agricultural Technology Extension and Service Center, Beijing, China","Wang, Chong, College of Environmental Sciences and Engineering, Peking University, Beijing, China; Luo, Ning, China Agricultural University, Beijing, China; Liu, Jiangang, Institute of Vegetables and Flowers, Chinese Academy of Agricultural Sciences, Beijing, China; Fang, Yanru, Chinese Research Academy of Environmental Sciences, Beijing, China; Qi, Zhiming, Department of Bioresource Engineering, McGill University, Macdonald Campus, Sainte-Anne-de-Bellevue, Canada; Li, Shuo, Resources and Environment, Beijing Academy of Agriculture and Forestry Sciences, Beijing, China; Gao, Zhenzhen, Institute of Industrial Crops, Jiangsu Academy of Agricultural Sciences, Nanjing, China; Feng, Yupeng, National Agricultural Technology Extension and Service Center, Beijing, China; Chu, Qingquan, China Agricultural University, Beijing, China; Dai, Hancheng, College of Environmental Sciences and Engineering, Peking University, Beijing, China","","Article","Final","","Scopus","2-s2.0-105013836126"
