"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"M., Hiltunen, Minna; R., Kannangara, Ruchira; B., Nakandalage, Bernadeth; O., Söderena, Olivia; H., Timilsina, Hemanta; J., Pirhonen, Juhani; K., Pulkkinen, Katja","Hiltunen, Minna (56108251800); Kannangara, Ruchira (60003031100); Nakandalage, Bernadeth (60002848800); Söderena, Olivia (60002848900); Timilsina, Hemanta (59403045300); Pirhonen, Juhani (7007127627); Pulkkinen, Katja (6701814917)","56108251800; 60003031100; 60002848800; 60002848900; 59403045300; 7007127627; 6701814917","Growth and biomass composition of Chlorella vulgaris using nutrient-rich water and CO2 from a recirculating aquaculture system","2026","Aquaculture","610","","742956","","","0","0","10.1016/j.aquaculture.2025.742956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010838731&doi=10.1016%2Fj.aquaculture.2025.742956&partnerID=40&md5=90aa28ea1dd72f209f8fee0c694f67be","University of Jyväskylä, Jyvaskyla, Finland","Hiltunen, Minna, Department of Biology and Environment Science, University of Jyväskylä, Jyvaskyla, Finland; Kannangara, Ruchira, Department of Biology and Environment Science, University of Jyväskylä, Jyvaskyla, Finland; Nakandalage, Bernadeth, Department of Biology and Environment Science, University of Jyväskylä, Jyvaskyla, Finland; Söderena, Olivia, Department of Biology and Environment Science, University of Jyväskylä, Jyvaskyla, Finland; Timilsina, Hemanta, Department of Biology and Environment Science, University of Jyväskylä, Jyvaskyla, Finland; Pirhonen, Juhani, Department of Biology and Environment Science, University of Jyväskylä, Jyvaskyla, Finland; Pulkkinen, Katja, Department of Biology and Environment Science, University of Jyväskylä, Jyvaskyla, Finland","","Article","Final","","Scopus","2-s2.0-105010838731"
"Z., Meng, Zijing; C., Chen, Chengzhuang; Y., Ma, Yuqing; J., Feng, Jianxue; L., Liu, Ling; P., Li, Ping; Z., Li, Zhihua","Meng, Zijing (59967804100); Chen, Chengzhuang (58659745300); Ma, Yuqing (58766348200); Feng, Jianxue (58766711600); Liu, Ling (57482403800); Li, Ping (56182827200); Li, Zhihua (55707231300)","59967804100; 58659745300; 58766348200; 58766711600; 57482403800; 56182827200; 55707231300","Impacts of acidification and warming on carbon sequestration capacity in Pacific oysters: Roles of biosynthesis and biodeposition","2026","Aquaculture","610","","742906","","","0","0","10.1016/j.aquaculture.2025.742906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009344212&doi=10.1016%2Fj.aquaculture.2025.742906&partnerID=40&md5=664e7ebcfa7e3e04d74d942e2ccb0a2e","Shandong University, Weihai, Weihai, China","Meng, Zijing, Shandong University, Weihai, Weihai, China; Chen, Chengzhuang, Shandong University, Weihai, Weihai, China; Ma, Yuqing, Shandong University, Weihai, Weihai, China; Feng, Jianxue, Shandong University, Weihai, Weihai, China; Liu, Ling, Shandong University, Weihai, Weihai, China; Li, Ping, Shandong University, Weihai, Weihai, China; Li, Zhihua, Shandong University, Weihai, Weihai, China","","Article","Final","","Scopus","2-s2.0-105009344212"
"B., Yang, Beichen; M.K., Jago, Matthew K.; T.S., Mock, Thomas S.; M.G., Turchini, M. Giovanni; M.J., Salini, Michael J.; R.P., Smullen, Richard Paul; D.S., Francis, David Scott","Yang, Beichen (59962741300); Jago, Matthew K. (57203959842); Mock, Thomas S. (57203964409); Turchini, M. Giovanni (6602298050); Salini, Michael J. (56071745000); Smullen, Richard Paul (6506485677); Francis, David Scott (12783895300)","59962741300; 57203959842; 57203964409; 6602298050; 56071745000; 6506485677; 12783895300","Energy modulation in Atlantic salmon: Oleic acid increases adipogenesis and energy deposition","2026","Aquaculture","610","","742895","","","0","0","10.1016/j.aquaculture.2025.742895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009049170&doi=10.1016%2Fj.aquaculture.2025.742895&partnerID=40&md5=e4148e187987d878e53062670009ad9e","Deakin University, School of Life and Environmental Sciences, Melbourne, Australia; University of Melbourne, Melbourne, Australia; Ridley AgriProducts Pty Ltd, Pakenham, Australia","Yang, Beichen, Nutrition and Seafood Laboratory, Deakin University, School of Life and Environmental Sciences, Melbourne, Australia; Jago, Matthew K., Nutrition and Seafood Laboratory, Deakin University, School of Life and Environmental Sciences, Melbourne, Australia; Mock, Thomas S., Nutrition and Seafood Laboratory, Deakin University, School of Life and Environmental Sciences, Melbourne, Australia; Turchini, M. Giovanni, Nutrition and Seafood Laboratory, Deakin University, School of Life and Environmental Sciences, Melbourne, Australia, School of Agriculture, University of Melbourne, Melbourne, Australia; Salini, Michael J., Nutrition and Seafood Laboratory, Deakin University, School of Life and Environmental Sciences, Melbourne, Australia; Smullen, Richard Paul, Ridley AgriProducts Pty Ltd, Pakenham, Australia; Francis, David Scott, Nutrition and Seafood Laboratory, Deakin University, School of Life and Environmental Sciences, Melbourne, Australia","","Article","Final","","Scopus","2-s2.0-105009049170"
"M.F., Riesco, Marta F.; L., Calvo-Rodríguez, Laura; M.Á., Esteban, Maria Ángeles; P., de Paz, Paulino; I., Fernández, Ignacio","Riesco, Marta F. (54796976600); Calvo-Rodríguez, Laura (59361523300); Esteban, Maria Ángeles (59961699600); de Paz, Paulino (57191435761); Fernández, Ignacio (24484817300)","54796976600; 59361523300; 59961699600; 57191435761; 24484817300","Impacts of present heat waves in freshwater environments during out-growth phase in rainbow trout, Oncorhynchus mykiss, underscores the need of new wisely designed mitigation strategies: climatological, physiological and molecular analyses","2026","Aquaculture","610","","742879","","","0","0","10.1016/j.aquaculture.2025.742879","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009007412&doi=10.1016%2Fj.aquaculture.2025.742879&partnerID=40&md5=402e8e0df32c30bdb37adb6e5c1db1a6","Universidad de León, Leon, Spain; Universidad de Murcia, Murcia, Spain; Instituto tecnoló gico Agrario de Castilla y Leó n (ITACYL), Valladolid, Spain; Universidad de León, Leon, Spain","Riesco, Marta F., Universidad de León, Leon, Spain; Calvo-Rodríguez, Laura, Universidad de León, Leon, Spain; Esteban, Maria Ángeles, Immunobiology for Aquaculture Group, Universidad de Murcia, Murcia, Spain; de Paz, Paulino, Universidad de León, Leon, Spain; Fernández, Ignacio, Aquaculture Research Center, Instituto tecnoló gico Agrario de Castilla y Leó n (ITACYL), Valladolid, Spain, Universidad de León, Leon, Spain","","Article","Final","","Scopus","2-s2.0-105009007412"
"H., Jain, Harshita; R., Dhupper, Renu","Jain, Harshita (57223045274); Dhupper, Renu (57196436189)","57223045274; 57196436189","Holistic strategies for sustainable buildings and their impacts on soil and environmental health","2026","Journal of Building Pathology and Rehabilitation","11","1","10","","","0","0","10.1007/s41024-025-00688-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013276464&doi=10.1007%2Fs41024-025-00688-4&partnerID=40&md5=d376f164edf4d7212ea90bb86bcf044a","Amity University, Noida, India","Jain, Harshita, Amity Institute of Environmental Sciences, Amity University, Noida, India; Dhupper, Renu, Amity Institute of Environmental Sciences, Amity University, Noida, India","","Review","Final","","Scopus","2-s2.0-105013276464"
"A., DarvishaliNezhad, Arian; S.H.G., Mousavinejad, Seyed Hosein Ghasemzadeh; A., Gholizad, Amin","DarvishaliNezhad, Arian (60004604500); Mousavinejad, Seyed Hosein Ghasemzadeh (59158441700); Gholizad, Amin (25823031600)","60004604500; 59158441700; 25823031600","Optimization of sustainability in GFRP-reinforced concrete: experimental, numerical and environmental assessment","2026","Journal of Building Pathology and Rehabilitation","11","1","9","","","0","0","10.1007/s41024-025-00683-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012969666&doi=10.1007%2Fs41024-025-00683-9&partnerID=40&md5=fa1f23111768c4a7a6a52f7d3b2f1b26","University of Mohaghegh Ardabili, Ardabil, Iran; University of Guilan, Rasht, Iran","DarvishaliNezhad, Arian, Department of Civil Engineering, University of Mohaghegh Ardabili, Ardabil, Iran; Mousavinejad, Seyed Hosein Ghasemzadeh, Department of Civil Engineering, University of Guilan, Rasht, Iran; Gholizad, Amin, Department of Civil Engineering, University of Mohaghegh Ardabili, Ardabil, Iran","","Article","Final","","Scopus","2-s2.0-105012969666"
"X., Ran, Xu; C., Liu, Chuanjun; B., Chen, Bin","Ran, Xu (57224506884); Liu, Chuanjun (55598802300); Chen, Bin (55597856700)","57224506884; 55598802300; 55597856700","Synergistic radiative-evaporative cooling film for high-efficiency daytime passive cooling and photovoltaic thermal management","2026","Journal of Materials Science and Technology","249","","","189","195","0","0","10.1016/j.jmst.2025.05.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011205129&doi=10.1016%2Fj.jmst.2025.05.057&partnerID=40&md5=a76173c13176598fac897eb1d0ecd6e1","Southwest University, Chongqing, China; Kyushu University, Fukuoka, Japan","Ran, Xu, Chongqing Key Laboratory of Non-linear Circuit and Intelligent Information Processing, Southwest University, Chongqing, China; Liu, Chuanjun, Department of Electronics, Kyushu University, Fukuoka, Japan; Chen, Bin, Chongqing Key Laboratory of Non-linear Circuit and Intelligent Information Processing, Southwest University, Chongqing, China","","Article","Final","","Scopus","2-s2.0-105011205129"
"H., Calgan, Haris; A., Gokyildirim, Abdullah; S.M., Sharkh, Suleiman M.; M., Demirtaş, Metin","Calgan, Haris (57189245844); Gokyildirim, Abdullah (57189636334); Sharkh, Suleiman M. (59993199800); Demirtaş, Metin (57213387509)","57189245844; 57189636334; 59993199800; 57213387509","Masking of measurements in a photovoltaic system using an incommensurate fractional-order chaotic system based on string dynamics around the Bardeen-AdS black hole","2026","Journal of Computational and Applied Mathematics","474","","116932","","","0","0","10.1016/j.cam.2025.116932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012609411&doi=10.1016%2Fj.cam.2025.116932&partnerID=40&md5=99e68f6c7dddfcc20ef3ac3a114f0921","Balikesir Üniversitesi, Balikesir, Turkey; Bandırma Onyedi Eylül University, Bandirma, Turkey; University of Southampton, Southampton, United Kingdom","Calgan, Haris, Department of Electrical and Electronic Engineering, Balikesir Üniversitesi, Balikesir, Turkey; Gokyildirim, Abdullah, Department of Electrical and Electronic Engineering, Bandırma Onyedi Eylül University, Bandirma, Turkey; Sharkh, Suleiman M., Mechatronics Research Group, University of Southampton, Southampton, United Kingdom; Demirtaş, Metin, Department of Electrical and Electronic Engineering, Balikesir Üniversitesi, Balikesir, Turkey","","Article","Final","","Scopus","2-s2.0-105012609411"
"H., Song, Huaxin; Z., Sun, Zhipeng; Y., Hao, Yilin; X., Jiang, Xiangfen; X., Wang, Xuebin","Song, Huaxin (59550579800); Sun, Zhipeng (59443036400); Hao, Yilin (58694247900); Jiang, Xiangfen (36504114600); Wang, Xuebin (59908260800)","59550579800; 59443036400; 58694247900; 36504114600; 59908260800","Machine learning-assisted prediction and optimization of electrocatalytic activity","2026","Journal of Materials Science and Technology","245","","","17","32","0","1","10.1016/j.jmst.2025.04.050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008432526&doi=10.1016%2Fj.jmst.2025.04.050&partnerID=40&md5=17e9a815e2376ab476faeac9ecdbb9ef","Nanjing University of Aeronautics and Astronautics, Nanjing, China; Nanjing University, Nanjing, China","Song, Huaxin, State Key Laboratory of Mechanics and Control of Mechanical Structures, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Sun, Zhipeng, Frontiers Science Center for Critical Earth Material Cycling, Nanjing University, Nanjing, China; Hao, Yilin, State Key Laboratory of Mechanics and Control of Mechanical Structures, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Jiang, Xiangfen, State Key Laboratory of Mechanics and Control of Mechanical Structures, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Wang, Xuebin, Frontiers Science Center for Critical Earth Material Cycling, Nanjing University, Nanjing, China","","Review","Final","","Scopus","2-s2.0-105008432526"
"Y., Guo, Yihua; M., Zhang, Mingye","Guo, Yihua (58534992800); Zhang, Mingye (57217139174)","58534992800; 57217139174","Joint optimization of electric bus infrastructure planning, fleet composition, and charging schedule with multiple charging modes","2026","Expert Systems with Applications","297","","129402","","","0","0","10.1016/j.eswa.2025.129402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014108162&doi=10.1016%2Fj.eswa.2025.129402&partnerID=40&md5=77118e21cf7cb9a2632bb621b5b9f9ca","Southeast University, Nanjing, China","Guo, Yihua, School of Transportation, Southeast University, Nanjing, China; Zhang, Mingye, School of Transportation, Southeast University, Nanjing, China","","Article","Final","","Scopus","2-s2.0-105014108162"
"J., Zhao, Jinhua; X., Yu, Xinguo; R., Ding, Rui; C., Gu, Cuiling; X., Wang, Xianjia","Zhao, Jinhua (57212295693); Yu, Xinguo (7404114721); Ding, Rui (57216160024); Gu, Cuiling (57205350227); Wang, Xianjia (35226794600)","57212295693; 7404114721; 57216160024; 57205350227; 35226794600","Global profits, local decisions: Why global cooperation falters in multi-level games","2026","Expert Systems with Applications","297","","129450","","","0","0","10.1016/j.eswa.2025.129450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014099304&doi=10.1016%2Fj.eswa.2025.129450&partnerID=40&md5=5003c9ff5045bb49812e07467505b3bf","Central China Normal University Wollongong Joint Institute, Wuhan, China; Wuhan University, Wuhan, China; Henan University of Technology, Zhengzhou, China","Zhao, Jinhua, Faculty of Artificial Intelligence in Education, Central China Normal University Wollongong Joint Institute, Wuhan, China; Yu, Xinguo, Faculty of Artificial Intelligence in Education, Central China Normal University Wollongong Joint Institute, Wuhan, China; Ding, Rui, School of Economics and Management, Wuhan University, Wuhan, China; Gu, Cuiling, School of Management, Henan University of Technology, Zhengzhou, China; Wang, Xianjia, School of Economics and Management, Wuhan University, Wuhan, China","","Article","Final","","Scopus","2-s2.0-105014099304"
"R., Sathishkumar, R.; R., Prakash, R.","Sathishkumar, R. (59385480600); Prakash, R. (23397868900)","59385480600; 23397868900","A review on activated carbons (AC) for CO2 capture applications: preparation, characterisation and surface modification methods","2026","Fuel","405","","136521","","","0","0","10.1016/j.fuel.2025.136521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013974090&doi=10.1016%2Fj.fuel.2025.136521&partnerID=40&md5=82cb2f246403e9e309949205da0c836b","Vellore Institute of Technology, Vellore, India","Sathishkumar, R., Department of Thermal and Energy Engineering, Vellore Institute of Technology, Vellore, India; Prakash, R., Department of Thermal and Energy Engineering, Vellore Institute of Technology, Vellore, India","","Review","Final","","Scopus","2-s2.0-105013974090"
"M.K., Harsha Varthan, M. K.; V., Keerthana, V.; A.V., Saravanan, Anbalagan V.Sai; V.C., Deivayanai, V. C.; R.S., Rejith Kumar, Rajkumar Sheeja; S.K., Raveendran, Sriman Karunakaran; Z.H., Tawfeeq Ahmed, Zakir Hussain; S.M., Indumathi, S. M.; P., Prakash, P.","Harsha Varthan, M. K. (59227614100); Keerthana, V. (60055634400); Saravanan, Anbalagan V.Sai (56950442900); Deivayanai, V. C. (57900154100); Rejith Kumar, Rajkumar Sheeja (58870614400); Raveendran, Sriman Karunakaran (60056106700); Tawfeeq Ahmed, Zakir Hussain (58870003400); Indumathi, S. M. (59213760000); Prakash, P. (43861752900)","59227614100; 60055634400; 56950442900; 57900154100; 58870614400; 60056106700; 58870003400; 59213760000; 43861752900","Harnessing global biomass for bioenergy: Assessment techniques, technological advances, and environmental perspectives","2026","Fuel","405","","136599","","","0","0","10.1016/j.fuel.2025.136599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013779183&doi=10.1016%2Fj.fuel.2025.136599&partnerID=40&md5=45715995c6004915d01fdf21eb6acdb5","Sathyabama Institute of Science and Technology, Chennai, India; Saveetha School of Engineering, Chennai, India; Chennai Institute of Technology, Chennai, India","Harsha Varthan, M. K., Department of Biotechnology, Sathyabama Institute of Science and Technology, Chennai, India; Keerthana, V., Department of Biotechnology, Sathyabama Institute of Science and Technology, Chennai, India; Saravanan, Anbalagan V.Sai, Department of Biotechnology, Saveetha School of Engineering, Chennai, India; Deivayanai, V. C., Center for Advanced Multidisciplinary Research and Innovation, Chennai Institute of Technology, Chennai, India; Rejith Kumar, Rajkumar Sheeja, Department of Biotechnology, Sathyabama Institute of Science and Technology, Chennai, India; Raveendran, Sriman Karunakaran, Department of Biotechnology, Sathyabama Institute of Science and Technology, Chennai, India; Tawfeeq Ahmed, Zakir Hussain, Department of Biotechnology, Sathyabama Institute of Science and Technology, Chennai, India; Indumathi, S. M., Department of Biotechnology, Sathyabama Institute of Science and Technology, Chennai, India; Prakash, P., Department of Biotechnology, Sathyabama Institute of Science and Technology, Chennai, India","","Review","Final","","Scopus","2-s2.0-105013779183"
"R., Mu, Ruiqi; M., Liu, Ming; J., Gao, Jingqi; K.H., Luo, Kai Hong; J., Yan, Junjie","Mu, Ruiqi (57346724100); Liu, Ming (55619293697); Gao, Jingqi (57221107552); Luo, Kai Hong (57354933000); Yan, Junjie (34769147800)","57346724100; 55619293697; 57221107552; 57354933000; 34769147800","Reaction mechanisms of coal gasification in supercritical water with CO2 transport agent: A ReaxFF molecular dynamics study","2026","Fuel","405","","136512","","","0","0","10.1016/j.fuel.2025.136512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013384606&doi=10.1016%2Fj.fuel.2025.136512&partnerID=40&md5=b682f67c65eb0f7c722c446538781e10","State Key Laboratory of Multiphase Flow in Power Engineering, Xi'an, China; University College London, London, United Kingdom","Mu, Ruiqi, State Key Laboratory of Multiphase Flow in Power Engineering, Xi'an, China, Department of Mechanical Engineering, University College London, London, United Kingdom; Liu, Ming, State Key Laboratory of Multiphase Flow in Power Engineering, Xi'an, China; Gao, Jingqi, Department of Mechanical Engineering, University College London, London, United Kingdom; Luo, Kai Hong, Department of Mechanical Engineering, University College London, London, United Kingdom; Yan, Junjie, State Key Laboratory of Multiphase Flow in Power Engineering, Xi'an, China","","Article","Final","","Scopus","2-s2.0-105013384606"
"S.K., Reddy Velagala, Sai Krishna; Y.M., Sabri, Ylias Mohammad; R., Parthasarathy, Rajarathinum; I., Sreedhar, Inkollu","Reddy Velagala, Sai Krishna (60047153600); Sabri, Ylias Mohammad (16242444600); Parthasarathy, Rajarathinum (60047061400); Sreedhar, Inkollu (23494027800)","60047153600; 16242444600; 60047061400; 23494027800","A bird's eye view of recent advances in direct air capture of CO2 using MOFs","2026","Fuel","405","","136525","","","0","0","10.1016/j.fuel.2025.136525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013363782&doi=10.1016%2Fj.fuel.2025.136525&partnerID=40&md5=856e9a15409dfd78844094bae2286699","Birla Institute of Technology and Science, Pilani, Pilani, India; RMIT University, Melbourne, Australia; RMIT University, Melbourne, Australia","Reddy Velagala, Sai Krishna, Department of Chemical Engineering, Birla Institute of Technology and Science, Pilani, Pilani, India; Sabri, Ylias Mohammad, School of Sciences, RMIT University, Melbourne, Australia; Parthasarathy, Rajarathinum, Department of Chemical and Environmental Engineering, RMIT University, Melbourne, Australia; Sreedhar, Inkollu, Department of Chemical Engineering, Birla Institute of Technology and Science, Pilani, Pilani, India","","Review","Final","","Scopus","2-s2.0-105013363782"
"T., Rasheed, Tahir; S., Shafi, Sameera; M.T., Anwar, Muhammad Tuoqeer; H., Khurshid, Hifsa; A., Naveed, Ahmad; A.A., Alshoaibi, Adil Ahmed; N.M., Alnaim, Nisrin Mohammed; Y., Liu, Yunjian; T.A., Sherazi, Tauqir Ali","Rasheed, Tahir (57194279275); Shafi, Sameera (57199411045); Anwar, Muhammad Tuoqeer (57201304867); Khurshid, Hifsa (57221957346); Naveed, Ahmad (57195673022); Alshoaibi, Adil Ahmed (57205433033); Alnaim, Nisrin Mohammed (57550345100); Liu, Yunjian (15030036600); Sherazi, Tauqir Ali (25628711200)","57194279275; 57199411045; 57201304867; 57221957346; 57195673022; 57205433033; 57550345100; 15030036600; 25628711200","Greener hydrogen production and storage revolution towards a low-carbon future: an overview of current scenarios and future prospects","2026","Fuel","405","","136519","","","0","0","10.1016/j.fuel.2025.136519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013104975&doi=10.1016%2Fj.fuel.2025.136519&partnerID=40&md5=3cd575e329791bcb2a30d4c0ddd80eef","King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; COMSATS University Islamabad, Sahiwal Campus, Sahiwal, Pakistan; Jiangsu University, Zhenjiang, China; King Faisal University, Al-Ahsa, Saudi Arabia; COMSATS University Islamabad, Abbottabad Campus, Abbottabad, Pakistan","Rasheed, Tahir, Interdisciplinary Research Center for Advanced Materials, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; Shafi, Sameera, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; Anwar, Muhammad Tuoqeer, Department of Mechanical Engineering, COMSATS University Islamabad, Sahiwal Campus, Sahiwal, Pakistan; Khurshid, Hifsa, Interdisciplinary Research Center for Advanced Materials, King Fahd University of Petroleum and Minerals, Dhahran, Saudi Arabia; Naveed, Ahmad, Jiangsu University, Zhenjiang, China; Alshoaibi, Adil Ahmed, Department of Physics, King Faisal University, Al-Ahsa, Saudi Arabia; Alnaim, Nisrin Mohammed, Department of Physics, King Faisal University, Al-Ahsa, Saudi Arabia; Liu, Yunjian, Jiangsu University, Zhenjiang, China; Sherazi, Tauqir Ali, Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, Abbottabad, Pakistan","","Review","Final","","Scopus","2-s2.0-105013104975"
"M.A., Haque, Md Asraful; H.R., Siddique, Hifzur R.","Haque, Md Asraful (55419551700); Siddique, Hifzur R. (56081338200)","55419551700; 56081338200","Generative artificial intelligence and large language models in smart healthcare applications: Current status and future perspectives","2026","Computational Biology and Chemistry","120","","108611","","","0","0","10.1016/j.compbiolchem.2025.108611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012758861&doi=10.1016%2Fj.compbiolchem.2025.108611&partnerID=40&md5=1b4c3e393ad3e1b23a383ab185482587","Zakir Husain College of Engineering and Technology, Aligarh, India; Aligarh Muslim University, Aligarh, India","Haque, Md Asraful, Interdisciplinary Centre for Artificial Intelligence, Zakir Husain College of Engineering and Technology, Aligarh, India; Siddique, Hifzur R., Molecular Cancer Genetics & Translational Research Lab, Aligarh Muslim University, Aligarh, India","","Review","Final","","Scopus","2-s2.0-105012758861"
"P., Chompo, Petcharat; V., Punyapornwithaya, Veerasak; B.B., Sripa, Banchob B.; S., Tangkawattana, Sirikachorn","Chompo, Petcharat (59906093100); Punyapornwithaya, Veerasak (34973240100); Sripa, Banchob B. (6603991946); Tangkawattana, Sirikachorn (25960441400)","59906093100; 34973240100; 6603991946; 25960441400","Leveraging machine learning for predicting Opisthorchis viverrini infection in cats: A tool for veterinary epidemiology","2026","Parasitology International","110","","103140","","","0","0","10.1016/j.parint.2025.103140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012628628&doi=10.1016%2Fj.parint.2025.103140&partnerID=40&md5=03d84f6465777b98824115bafd151420","Khon Kaen University, Khon Kaen, Thailand; Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand; Khon Kaen University, Khon Kaen, Thailand; Chiang Mai University, Chiang Mai, Thailand","Chompo, Petcharat, Faculty of Veterinary Medicine, Khon Kaen University, Khon Kaen, Thailand, Tropical Disease Research Center, Khon Kaen University, Khon Kaen, Thailand; Punyapornwithaya, Veerasak, Research Center for Veterinary Biosciences and Veterinary Public Health, Chiang Mai University, Chiang Mai, Thailand; Sripa, Banchob B., Faculty of Medicine, Khon Kaen University, Khon Kaen, Thailand, Tropical Disease Research Center, Khon Kaen University, Khon Kaen, Thailand; Tangkawattana, Sirikachorn, Faculty of Veterinary Medicine, Khon Kaen University, Khon Kaen, Thailand, Tropical Disease Research Center, Khon Kaen University, Khon Kaen, Thailand","40774375","Article","Final","","Scopus","2-s2.0-105012628628"
"L., Lv, Long; J., Meng, Junguang; C., Liu, Changqi; J., Zhang, Jubing; X., Wang, Xinye; C., Bu, Changsheng; Y., Bu, Youxiang; L., Zhou, Lei; L., Yang, Liming; X., Luo, Xubiao","Lv, Long (59217260100); Meng, Junguang (56841098400); Liu, Changqi (56185624700); Zhang, Jubing (36085576800); Wang, Xinye (54380890200); Bu, Changsheng (54879948500); Bu, Youxiang (60029840700); Zhou, Lei (57190404327); Yang, Liming (56335153300); Luo, Xubiao (35082377300)","59217260100; 56841098400; 56185624700; 36085576800; 54380890200; 54879948500; 60029840700; 57190404327; 56335153300; 35082377300","Upcycling valuable metals of spent LIB cathode into high-performance catalysts for CO2-CH4 dry reforming","2026","Fuel","405","","136429","","","0","0","10.1016/j.fuel.2025.136429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012576165&doi=10.1016%2Fj.fuel.2025.136429&partnerID=40&md5=6c2b3b242f27ea691cf3803a3e6c5a3a","Nanjing Normal University, Nanjing, China; Nanchang Hangkong University, Nanchang, China; Jinggangshan University, Jinan, China","Lv, Long, Nanjing Normal University, Nanjing, China; Meng, Junguang, Nanjing Normal University, Nanjing, China; Liu, Changqi, Nanjing Normal University, Nanjing, China; Zhang, Jubing, Nanjing Normal University, Nanjing, China; Wang, Xinye, Nanjing Normal University, Nanjing, China; Bu, Changsheng, Nanjing Normal University, Nanjing, China; Bu, Youxiang, Nanjing Normal University, Nanjing, China; Zhou, Lei, Nanchang Hangkong University, Nanchang, China; Yang, Liming, Nanchang Hangkong University, Nanchang, China, School of Life Sciences, Jinggangshan University, Jinan, China; Luo, Xubiao, Nanchang Hangkong University, Nanchang, China, School of Life Sciences, Jinggangshan University, Jinan, China","","Article","Final","","Scopus","2-s2.0-105012576165"
"R., Zhai, Rui; J., Chen, Jinkun; Y., Shi, Yongjie; Y., Zhuang, Yuan; X., Li, Xiang; B., Ye, Bin; L., Tang, Lei; S., Tang, Shancai","Zhai, Rui (59096516700); Chen, Jinkun (60027043600); Shi, Yongjie (58641800000); Zhuang, Yuan (57204138140); Li, Xiang (59147459200); Ye, Bin (37862462100); Tang, Lei (59389562600); Tang, Shancai (59389320700)","59096516700; 60027043600; 58641800000; 57204138140; 59147459200; 37862462100; 59389562600; 59389320700","Study on flame retarding mechanism of 1,1,2,3,3,3-hexafluoro-1-propene","2026","Fuel","405","","136424","","","0","0","10.1016/j.fuel.2025.136424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012362619&doi=10.1016%2Fj.fuel.2025.136424&partnerID=40&md5=e08801fd413499e89012dc58d484c368","Hefei University of Technology, Hefei, China; Anhui Province Energy Group Company Limited, Hefei, China","Zhai, Rui, Hefei University of Technology, Hefei, China; Chen, Jinkun, Hefei University of Technology, Hefei, China; Shi, Yongjie, Hefei University of Technology, Hefei, China; Zhuang, Yuan, Hefei University of Technology, Hefei, China; Li, Xiang, Hefei University of Technology, Hefei, China; Ye, Bin, Hefei University of Technology, Hefei, China; Tang, Lei, Anhui Province Energy Group Company Limited, Hefei, China; Tang, Shancai, Anhui Province Energy Group Company Limited, Hefei, China","","Article","Final","","Scopus","2-s2.0-105012362619"
